country_code,country,year,population,population_grow,population_under_14,population_above_65,gdp,gdp_growth_rate,unemployment,education_gov_expenditure,health_expenditure,life_expectancy_fem,life_expectancy_male,non_commun_disease_death,commun_disease_death,tuberculosis,hiv,infant_mortality,undernourishment,hospital_beds,physicians
ARE,United Arab Emirates (the),2005,4588225.0,12.02,18.34,0.89,182978,4.9,3.1,,2.3,76.82,74.6,,,2.6,,9.0,4.1,2.2,1.5
ARE,United Arab Emirates (the),2010,8549988.0,7.69,13.16,0.69,289787,1.6,3.7,,3.9,77.77,75.62,70.4,7.5,1.8,,7.7,5.9,1.9,1.5
ARE,United Arab Emirates (the),2019,9630959.0,1.5,14.6,1.09,382575,0.8,1.7,,3.5,79.16,77.13,,,1.0,,6.5,,,2.4
AFG,Afghanistan,2005,25654277.0,3.68,47.86,2.23,6622,9.9,8.5,,9.9,59.63,57.04,,,189.0,0.1,84.6,33.2,0.4,0.2
AFG,Afghanistan,2010,29185507.0,2.75,48.18,2.33,16078,3.2,7.8,3.5,8.6,62.46,59.68,39.2,50.2,189.0,0.1,72.2,22.1,0.4,0.2
AFG,Afghanistan,2019,37172386.0,2.38,43.09,2.58,21993,2.5,8.8,3.9,10.2,66.03,63.05,,,189.0,0.1,60.1,,,0.3
ATG,Antigua and Barbuda,2005,81465.0,1.4,26.51,6.98,1022,6.4,8.4,3.4,4.5,76.34,73.58,,,8.5,,11.5,,2.4,
ATG,Antigua and Barbuda,2010,88028.0,1.47,24.34,7.36,1152,-7.2,,2.5,5.4,77.12,74.44,79.1,13.2,9.1,,9.0,,2.2,1.6
ATG,Antigua and Barbuda,2019,96286.0,0.9,22.08,8.8,1510,3.0,,,4.3,77.98,75.72,,,6.0,,6.8,,,2.8
ALB,Albania,2005,3011487.0,-0.51,26.5,8.5,8052,5.5,17.5,3.2,6.3,78.17,72.71,,,19.0,,21.2,10.9,3.1,
ALB,Albania,2010,2913021.0,-0.5,22.46,10.65,11927,3.7,14.2,3.3,5.0,79.3,74.14,91.3,3.3,17.0,,16.8,7.4,3.0,1.2
ALB,Albania,2019,2866376.0,-0.25,17.67,13.74,13039,3.8,15.1,4.0,6.7,80.17,76.82,,,18.0,,9.2,,,1.2
ARM,Armenia,2005,2981269.0,-0.65,21.46,11.9,5226,13.9,16.1,2.7,7.0,75.64,69.31,,,92.0,0.1,27.1,7.8,4.5,
ARM,Armenia,2010,2877319.0,-0.37,19.46,10.99,9875,2.2,19.0,3.2,5.3,76.38,69.99,91.8,4.2,61.0,0.2,21.0,5.5,3.7,2.8
ARM,Armenia,2019,2951776.0,0.24,20.63,11.25,11537,7.5,18.4,2.8,9.9,78.35,71.22,,,31.0,0.2,13.2,,,2.9
AGO,Angola,2005,19433602.0,3.54,46.88,2.53,36971,15.0,21.4,2.8,3.7,52.61,47.89,,,368.0,1.4,128.8,54.8,0.8,0.1
AGO,Angola,2010,23356246.0,3.67,47.04,2.36,83799,4.9,9.9,3.5,2.7,58.03,52.85,23.2,68.7,384.0,1.7,104.2,40.4,,0.1
AGO,Angola,2019,30809762.0,3.28,46.81,2.22,126506,-2.5,8.9,,2.9,63.67,58.06,,,355.0,2.0,78.2,,,0.2
ARG,Argentina,2005,38892931.0,1.04,27.28,9.89,200622,8.9,11.5,3.9,7.6,77.83,71.01,,,31.0,0.3,16.7,4.7,4.0,3.2
ARG,Argentina,2010,40788453.0,0.75,26.04,10.2,426487,10.1,7.7,5.0,8.6,78.65,71.84,79.9,14.1,21.0,0.4,14.2,4.0,4.5,
ARG,Argentina,2019,44494502.0,1.02,24.76,11.12,637486,2.9,7.9,5.6,7.5,79.86,73.08,,,27.0,0.4,12.1,,,4
AUT,Austria,2005,8227829.0,0.68,15.97,16.2,315967,2.2,5.6,5.2,9.6,82.2,76.6,,,13.0,,4.5,2.5,7.7,
AUT,Austria,2010,8363404.0,0.24,14.72,17.8,391893,1.8,4.8,5.7,10.2,83.5,77.8,92.1,2.4,9.1,,3.8,2.5,7.7,4.8
AUT,Austria,2019,8840521.0,0.49,14.3,19.0,416836,2.6,5.4,5.5,10.4,84.0,79.4,,,7.1,,3.3,,,5.1
AUS,Australia,2005,20394800.0,1.32,19.81,12.87,760397,2.8,5.0,4.9,8.0,83.3,78.5,,,6.0,0.1,4.9,2.5,4.0,2.5
AUS,Australia,2010,22031750.0,1.56,19.03,13.38,1297259,2.5,5.2,5.6,8.4,84.0,79.5,90.4,3.9,6.5,0.1,4.4,2.5,3.9,3.3
AUS,Australia,2019,24982688.0,1.54,19.19,15.66,1408676,2.9,5.5,5.3,9.3,84.9,80.7,,,6.6,0.1,3.6,,,3.6
ABW,Aruba,2005,100031.0,1.3,21.47,8.59,2331,1.2,6.9,4.7,,76.7,71.82,,,8.6,,17.8,,,
ABW,Aruba,2010,101669.0,0.21,20.87,10.29,2391,-3.4,10.6,6.7,,77.42,72.52,,,6.8,,16.2,,,
ABW,Aruba,2019,105845.0,0.45,17.8,13.55,2701,1.3,,6.1,,78.51,73.63,,,5.4,,14.8,,,
AZE,Azerbaijan,2005,8391850.0,1.02,26.23,6.59,13245,28.0,7.3,3.0,7.4,71.76,65.74,,,88.0,,54.2,5.5,8.2,
AZE,Azerbaijan,2010,9054332.0,1.19,22.84,5.9,52906,4.8,5.6,2.8,4.9,74.12,67.77,84.3,10.9,104.0,,40.7,2.5,5.1,3.7
AZE,Azerbaijan,2019,9939800.0,0.87,23.37,6.2,40749,0.1,5.0,2.9,6.9,75.34,70.34,,,63.0,,31.4,,,3.4
BIH,Bosnia and Herzegovina,2005,3765331.0,0.03,17.7,13.52,11223,3.9,30.1,,9.1,77.79,72.46,,,70.0,0.1,9.8,3.2,3.0,
BIH,Bosnia and Herzegovina,2010,3705472.0,-0.82,15.74,13.96,17176,0.9,27.2,,9.0,78.48,73.48,93.7,2.1,45.0,0.1,9.0,2.5,3.4,1.8
BIH,Bosnia and Herzegovina,2019,3323929.0,-0.83,14.77,16.47,18169,3.0,26.5,,9.2,79.72,74.75,,,25.0,0.1,6.9,,,2
BRB,Barbados,2005,276323.0,0.38,20.56,12.45,3897,4.0,9.1,5.6,6.6,79.5,76.23,,,3.9,1.0,13.0,5.9,6.7,1.8
BRB,Barbados,2010,282131.0,0.36,19.74,13.25,4365,0.3,10.7,6.1,6.8,79.82,76.81,82.9,12.5,2.4,1.3,12.6,5.0,6.6,
BRB,Barbados,2019,286641.0,0.14,17.34,15.8,4713,0.9,9.4,4.7,7.0,80.39,77.68,,,0.4,1.5,11.5,,,2.5
BGD,Bangladesh,2005,139035505.0,1.48,34.36,4.3,57628,6.0,4.2,1.9,2.3,68.72,66.95,,,221.0,0.1,55.5,16.6,0.3,0.3
BGD,Bangladesh,2010,147575430.0,1.12,31.99,4.77,114508,5.6,3.4,1.9,2.5,71.26,68.69,58.3,33.9,221.0,0.1,43.3,16.9,,0.4
BGD,Bangladesh,2019,161356039.0,1.05,27.71,5.16,245633,7.3,4.4,1.5,2.4,74.29,70.64,,,221.0,0.1,33.2,,,0.5
BEL,Belgium,2005,10478617.0,0.55,17.15,17.29,387356,2.1,8.4,,9.0,81.9,76.2,,,12.0,,4.2,2.5,7.4,2.0
BEL,Belgium,2010,10895586.0,0.91,16.88,17.33,483548,2.7,8.3,,9.8,83.0,77.5,86.5,7.2,11.0,,3.8,2.5,6.5,2.9
BEL,Belgium,2019,11433256.0,0.51,17.06,18.79,494764,1.7,6.4,6.6,10.0,83.9,79.4,,,9.0,,3.5,,,3.3
BFA,Burkina Faso,2005,13421930.0,2.96,46.5,2.57,5463,8.7,4.0,4.4,4.4,54.04,52.44,,,64.0,1.5,90.0,24.9,,0.1
BFA,Burkina Faso,2010,15605217.0,3.02,46.22,2.47,8980,8.4,4.6,3.9,5.9,57.62,56.44,26.4,65.0,58.0,1.2,77.5,21.2,0.4,0.0
BFA,Burkina Faso,2019,19751535.0,2.87,44.95,2.41,12325,6.3,6.2,4.2,6.8,61.86,60.36,,,48.0,0.7,64.7,,,0.1
BGR,Bulgaria,2005,7658972.0,-0.75,13.62,17.35,29636,7.1,10.1,4.1,6.9,76.3,69.0,,,52.0,0.1,12.8,6.5,6.4,
BGR,Bulgaria,2010,7395599.0,-0.66,13.5,18.08,50610,1.3,10.3,3.9,7.1,77.2,70.0,94.9,2.3,41.0,0.1,9.5,5.6,6.5,3.8
BGR,Bulgaria,2019,7025037.0,-0.72,14.6,21.02,58222,3.8,4.4,4.1,8.2,78.4,71.5,,,22.0,0.1,8.3,,,4
BHR,Bahrain,2005,889164.0,6.9,25.68,2.24,15969,6.8,1.3,,3.2,76.28,74.57,,,36.0,,9.8,,2.8,1.0
BHR,Bahrain,2010,1240860.0,4.6,20.31,2.08,25713,4.3,1.1,2.5,3.8,77.09,75.27,81.8,7.2,23.0,,7.9,,1.8,0.9
BHR,Bahrain,2019,1569439.0,4.92,19.25,2.43,35326,3.8,1.2,2.3,4.9,78.28,76.31,,,11.0,,6.9,,,0.9
BDI,Burundi,2005,7364862.0,3.22,46.98,2.28,1117,0.9,1.7,3.6,8.4,54.93,51.78,,,195.0,2.2,87.5,,,0.0
BDI,Burundi,2010,8675602.0,3.26,45.14,2.16,2032,5.1,1.6,6.8,11.3,58.97,55.47,28.0,62.1,144.0,1.6,70.0,,,0.0
BDI,Burundi,2019,11175378.0,3.17,45.5,2.25,3155,0.0,1.5,4.3,7.7,63.03,59.44,,,111.0,1.0,52.3,,,0.0
BEN,Benin,2005,7982225.0,2.95,44.44,3.16,4804,1.7,0.9,3.6,4.0,58.79,55.85,,,73.0,1.3,84.0,15.4,0.5,0.0
BEN,Benin,2010,9199259.0,2.81,43.85,3.23,6970,2.1,1.0,5.0,4.1,60.72,57.87,32.0,58.5,68.0,1.1,74.5,11.8,0.5,0.1
BEN,Benin,2019,11485048.0,2.73,42.45,3.25,9236,5.0,2.3,4.0,3.9,63.0,59.91,,,56.0,1.0,67.7,,,0.2
BRN,Brunei Darussalam,2005,365114.0,1.57,27.83,2.95,10561,0.4,5.9,3.7,2.2,75.08,73.01,,,51.0,,9.7,2.5,3.0,1.1
BRN,Brunei Darussalam,2010,388646.0,1.23,25.96,3.39,13707,2.6,6.2,2.0,2.3,75.88,73.66,83.5,8.3,70.0,,9.3,3.1,,1.4
BRN,Brunei Darussalam,2019,428962.0,1.05,23.03,4.87,12128,1.3,6.8,4.4,2.3,76.96,74.59,,,68.0,,8.8,,,1.8
BOL,Bolivia (Plurinational State of),2005,9232306.0,1.78,36.33,5.61,9549,4.4,5.1,6.4,5.0,67.54,63.19,,,158.0,0.5,52.0,30.3,,1.2
BOL,Bolivia (Plurinational State of),2010,10048590.0,1.64,34.49,6.12,19650,4.1,2.5,7.6,5.1,70.52,65.62,60.7,27.0,135.0,0.4,42.1,26.5,,0.4
BOL,Bolivia (Plurinational State of),2019,11353142.0,1.42,31.07,7.19,37509,4.2,3.2,7.3,6.9,74.21,68.43,,,108.0,0.3,32.4,,,1.6
BRA,Brazil,2005,186127103.0,1.15,27.36,6.01,891634,3.2,9.3,4.5,8.3,75.78,68.17,,,50.0,0.5,28.2,4.6,2.4,1.7
BRA,Brazil,2010,195713635.0,0.94,24.82,6.82,2208838,7.5,7.3,5.6,9.7,77.38,69.95,73.8,13.5,44.0,0.5,20.3,2.5,2.4,1.8
BRA,Brazil,2019,209469333.0,0.78,21.33,8.92,2055512,1.0,11.6,6.2,11.8,79.36,72.02,,,45.0,0.5,15.8,,,2.1
BHS,Bahamas (the),2005,324859.0,1.85,28.11,5.78,9836,3.4,10.2,2.2,4.6,74.78,69.12,,,17.0,2.3,13.1,,,
BHS,Bahamas (the),2010,354942.0,1.52,26.88,6.11,10096,1.5,14.3,,5.9,74.61,69.62,73.0,16.8,10.0,2.2,11.3,,3.1,2.7
BHS,Bahamas (the),2019,385640.0,1.01,22.48,7.26,11792,1.8,11.4,,6.4,75.91,71.5,,,14.0,1.8,8.0,,,1.9
BTN,Bhutan,2005,648739.0,1.54,35.08,4.41,819,7.1,3.1,7.1,4.0,65.56,65.0,,,194.0,0.3,51.9,,,0.2
BTN,Bhutan,2010,685503.0,1.05,31.17,5.14,1585,11.7,3.3,4.0,3.5,68.59,68.16,62.9,26.0,239.0,0.3,39.5,,,0.2
BTN,Bhutan,2019,754394.0,1.18,25.77,6.0,2562,6.0,2.4,7.1,3.5,71.82,71.12,,,149.0,0.3,30.5,,,0.4
BWA,Botswana,2005,1799078.0,1.88,36.52,3.15,9931,4.6,20.8,10.7,5.3,54.42,49.98,,,728.0,24.6,57.0,31.9,,0.3
BWA,Botswana,2010,1987105.0,1.71,34.97,3.32,12787,8.6,17.9,9.6,6.0,62.59,57.8,36.0,55.8,518.0,23.2,44.2,28.5,1.8,0.4
BWA,Botswana,2019,2254126.0,2.2,34.11,4.22,17407,2.4,17.8,,5.5,72.05,66.2,,,275.0,20.3,35.5,,,0.4
BLR,Belarus,2005,9663915.0,-0.68,15.6,14.72,31232,9.4,0.9,5.9,6.3,75.1,62.9,,,69.0,0.1,9.6,3.0,11.1,
BLR,Belarus,2010,9490583.0,-0.17,14.9,13.96,57232,7.8,1.2,5.2,5.7,76.5,64.6,89.1,2.4,68.0,0.2,6.3,2.5,11.5,3.5
BLR,Belarus,2019,9483499.0,-0.16,16.87,14.85,54441,2.4,0.5,4.8,6.3,79.4,69.2,,,31.0,0.5,3.4,,,4.1
BLZ,Belize,2005,283800.0,2.6,38.9,3.48,1114,3.0,11.0,5.3,4.2,72.94,67.3,,,41.0,1.7,20.2,4.6,1.2,1.0
BLZ,Belize,2010,322464.0,2.45,35.61,4.08,1397,3.3,11.4,6.6,5.8,74.74,69.59,68.8,17.2,52.0,1.9,17.3,5.6,1.2,0.8
BLZ,Belize,2019,383071.0,1.92,30.28,4.74,1902,0.5,9.3,7.1,6.1,77.67,71.58,,,30.0,1.9,15.0,,,1.1
CAN,Canada,2005,32243753.0,0.94,17.68,13.12,1169393,3.2,6.8,4.8,9.1,82.6,77.9,,,5.5,,5.3,2.5,3.4,1.9
CAN,Canada,2010,34004889.0,1.11,16.49,14.15,1613463,3.1,8.1,5.4,10.6,83.5,79.1,88.7,5.0,4.6,,5.1,2.5,2.7,2.0
CAN,Canada,2019,37057765.0,1.4,15.87,17.23,1647120,3.0,5.9,5.3,10.5,84.1,79.9,,,5.6,,4.6,,,2.6
COD,Congo (the Democratic Republic of the),2005,54785903.0,3.18,45.78,2.96,11965,6.1,3.7,,4.3,55.12,52.23,,,327.0,1.4,99.5,,1.1,
COD,Congo (the Democratic Republic of the),2010,64563854.0,3.33,46.14,2.99,21566,7.1,3.7,1.5,4.0,58.34,55.48,24.1,67.5,327.0,1.1,83.8,,,0.1
COD,Congo (the Democratic Republic of the),2019,84068091.0,3.23,46.17,3.02,37642,3.7,3.7,1.5,3.9,61.9,58.85,,,321.0,0.8,73.1,,,0.1
CAF,Central African Republic (the),2005,4038382.0,1.96,43.5,3.29,1413,2.4,6.2,1.7,4.8,45.97,43.5,,,540.0,5.9,105.1,39.5,,0.1
CAF,Central African Republic (the),2010,4386768.0,1.13,44.06,3.02,2034,3.6,6.3,1.2,3.7,48.79,45.82,24.4,68.3,540.0,5.0,99.7,32.0,,0.0
CAF,Central African Republic (the),2019,4666377.0,1.52,44.29,2.83,1993,4.3,5.6,1.2,4.3,54.99,50.65,,,540.0,3.6,90.3,,,0.1
COG,Congo (the),2005,3622775.0,3.15,41.85,2.62,6350,7.6,19.8,1.8,1.9,56.56,54.54,,,426.0,3.5,72.2,40.2,1.6,0.2
COG,Congo (the),2010,4273731.0,3.05,41.63,2.52,13678,15.0,14.6,6.2,2.0,61.14,58.97,33.0,57.4,386.0,3.1,52.5,40.5,,0.1
COG,Congo (the),2019,5244363.0,2.58,41.76,2.68,11292,-3.1,11.5,4.6,4.6,65.7,62.84,,,375.0,2.6,41.4,,,0.1
CHE,Switzerland,2005,7437115.0,0.64,16.29,15.78,408697,3.1,4.4,5.2,10.8,83.9,78.7,,,8.0,,4.6,2.5,5.5,
CHE,Switzerland,2010,7824909.0,1.04,15.06,16.89,583783,3.0,4.8,4.9,10.7,84.5,80.1,90.6,3.6,7.5,,4.2,2.5,5.0,3.8
CHE,Switzerland,2019,8513227.0,0.72,14.91,18.62,678938,1.6,4.7,5.1,12.2,85.6,81.6,,,6.4,,3.9,,,4.2
CIV,Côte d'Ivoire,2005,18354514.0,2.11,44.13,2.88,17085,1.7,3.5,4.1,5.4,51.82,48.66,,,267.0,4.4,87.9,20.0,,0.1
CIV,Côte d'Ivoire,2010,20532950.0,2.33,43.62,2.86,24885,2.0,3.1,4.6,6.1,54.41,51.69,32.3,58.6,196.0,3.6,77.2,21.9,,0.1
CIV,Côte d'Ivoire,2019,25069229.0,2.55,41.94,2.86,38055,7.7,2.6,4.4,4.4,58.74,56.25,,,142.0,2.6,67.5,,,0.2
CHL,Chile,2005,16182721.0,1.04,24.66,8.43,122965,6.2,8.0,3.3,6.6,80.58,74.53,,,18.0,0.2,8.3,3.9,2.3,1.0
CHL,Chile,2010,17062536.0,1.04,22.08,9.36,218538,5.8,8.4,4.2,6.8,81.66,75.74,83.6,8.1,16.0,0.4,7.7,4.2,2.0,1.0
CHL,Chile,2019,18729160.0,1.39,19.75,11.53,277081,1.5,7.1,5.4,8.5,82.38,77.55,,,18.0,0.5,7.2,,,1.1
CMR,Cameroon,2005,17733410.0,2.71,44.18,3.01,17944,2.0,4.4,2.9,4.1,53.89,51.62,,,311.0,4.8,92.2,20.3,,0.1
CMR,Cameroon,2010,20341241.0,2.75,43.69,2.84,26144,3.4,4.1,3.0,4.5,56.31,53.89,30.6,59.8,260.0,4.5,80.5,11.5,1.3,0.1
CMR,Cameroon,2019,25216237.0,2.61,42.63,2.73,34924,3.5,4.2,3.1,4.7,60.19,57.66,,,186.0,3.6,70.7,,,0.1
CHN,China,2005,1303720000.0,0.59,20.35,7.48,2285960,11.4,4.1,,4.1,74.84,71.3,,,91.0,,27.1,15.5,2.45,1.1
CHN,China,2010,1337705000.0,0.48,18.66,8.07,6100648,10.6,4.2,,4.2,76.57,72.48,87.0,5.0,76.0,,18.1,12.0,3.56,1.5
CHN,China,2019,1392730000.0,0.46,17.88,10.92,12237782,6.9,4.8,,5.0,79.05,74.55,,,61.0,,12.3,,,1.8
COL,Colombia,2005,42647723.0,1.35,30.32,5.84,146566,4.7,11.9,4.0,5.5,77.43,71.08,,,30.0,0.4,19.5,9.7,,1.5
COL,Colombia,2010,45222700.0,1.05,27.27,6.59,287018,4.0,10.9,4.8,6.3,78.4,72.42,70.6,10.7,32.0,0.4,16.9,11.1,,1.6
COL,Colombia,2019,49648685.0,1.52,23.08,8.48,309191,1.8,9.2,4.4,5.9,79.86,74.33,,,33.0,0.4,14.4,,,2.1
CRI,Costa Rica,2005,4285502.0,1.42,27.44,6.35,19952,3.9,6.6,4.9,6.7,80.49,75.79,,,16.0,0.2,10.9,5.4,,1.3
CRI,Costa Rica,2010,4577378.0,1.25,24.31,7.3,37269,5.0,8.9,6.6,8.1,81.24,76.37,81.8,6.6,13.0,0.3,10.0,5.2,1.2,
CRI,Costa Rica,2019,4999441.0,0.99,21.32,9.55,57565,3.2,7.9,7.4,7.6,82.73,77.54,,,10.0,0.4,9.3,,,1.1
CUB,Cuba,2005,11261582.0,0.1,19.2,10.87,42644,11.2,2.0,10.6,8.8,79.66,75.77,,,7.9,0.1,6.1,2.5,4.9,6.3
CUB,Cuba,2010,11225832.0,-0.01,17.74,12.54,64328,2.4,2.5,12.8,10.7,80.35,76.37,85.1,7.1,8.5,0.2,5.3,2.5,5.9,6.8
CUB,Cuba,2019,11338138.0,-0.01,16.21,15.19,96851,1.8,2.6,,12.2,80.71,76.76,,,7.2,0.4,4.8,,,8.2
CPV,Cabo Verde,2005,463032.0,1.4,37.64,5.67,1105,6.5,11.2,7.5,4.3,73.97,66.47,,,79.0,0.6,24.5,14.0,2.1,
CPV,Cabo Verde,2010,492654.0,1.22,32.31,5.33,1664,1.5,10.7,5.6,4.5,74.59,67.27,67.3,22.8,90.0,0.6,22.9,15.3,2.1,0.6
CPV,Cabo Verde,2019,543767.0,1.16,28.78,4.61,1773,4.0,10.4,5.2,5.3,76.01,69.32,,,46.0,0.6,20.6,,,0.8
CUW,Curaçao,2019,159800.0,-0.23,18.88,16.68,3122,-1.7,13.0,4.9,,,,,,6.4,,10.3,,,
CYP,Cyprus,2005,1027662.0,1.69,20.0,10.77,18967,4.9,5.3,6.2,5.3,80.75,76.54,,,3.8,,5.6,5.7,3.8,
CYP,Cyprus,2010,1112612.0,1.31,17.84,11.42,25561,1.3,6.3,6.6,6.3,81.63,77.24,90.8,3.7,6.3,,4.3,4.3,3.5,2.2
CYP,Cyprus,2019,1189265.0,0.81,16.79,13.72,22054,4.2,9.9,6.4,6.9,82.91,78.74,,,5.4,,4.2,,,2
CZE,Czechia,2005,10211216.0,0.14,14.73,14.04,136281,6.5,7.9,3.9,6.4,79.1,72.9,,,11.0,0.1,4.0,2.5,7.6,
CZE,Czechia,2010,10474410.0,0.29,14.24,15.44,207478,2.3,7.3,4.1,6.9,80.6,74.4,90.1,4.6,6.8,0.1,3.1,2.5,7.0,3.6
CZE,Czechia,2019,10629928.0,0.33,15.59,19.42,215825,4.3,2.0,5.8,7.1,82.0,76.1,,,5.4,0.1,2.5,,,4.3
DEU,Germany,2005,82469422.0,-0.06,14.42,18.87,2861339,0.7,11.2,,10.2,81.8,76.2,,,8.0,0.1,4.2,2.5,8.5,
DEU,Germany,2010,81776930.0,-0.15,13.57,20.55,3417095,4.1,7.0,4.9,11.0,82.6,77.5,91.6,4.6,5.8,0.1,3.7,2.5,8.2,3.8
DEU,Germany,2019,82905782.0,0.3,13.62,21.46,3693204,2.2,3.6,4.8,11.1,83.4,78.7,,,7.3,0.1,3.4,,,4.2
DJI,Djibouti,2005,783254.0,1.5,37.88,3.3,674,3.2,6.4,8.4,4.5,59.45,56.56,,,496.0,2.1,68.1,32.2,1.6,0.2
DJI,Djibouti,2010,840198.0,1.48,32.56,3.82,1015,3.5,6.2,4.5,4.3,61.61,58.61,36.3,53.6,621.0,1.6,63.4,22.3,1.4,0.2
DJI,Djibouti,2019,958920.0,1.56,29.57,4.53,1845,4.1,5.8,,3.5,68.78,64.63,,,260.0,1.2,55.7,,,0.2
DNK,Denmark,2005,5419432.0,0.28,18.73,15.15,264467,2.3,4.8,8.1,9.1,80.2,75.6,,,8.4,0.1,4.5,2.5,3.9,3.2
DNK,Denmark,2010,5547683.0,0.44,17.95,16.67,321995,1.9,7.5,8.6,10.3,81.2,77.1,89.8,6.6,6.9,0.1,3.7,2.5,3.5,3.6
DNK,Denmark,2019,5793636.0,0.5,16.46,19.81,329866,2.3,5.3,7.6,10.4,83.4,79.4,,,5.4,0.1,3.5,,,4.5
DMA,Dominica,2005,70589.0,0.29,,,370,-0.3,11.0,,5.2,,,,,12.0,,,5.7,3.9,1.8
